article_link,headline,posted_at,is_sarcastic
https://thehardtimes.net/blog/we-revisit-weezers-discography-because-were-thinking-about-painting-this-room/,We Revisit Weezer’s Discography Because We’re Thinking About Painting This Room,"5 October, 2020",1
https://thehardtimes.net/blog/id-have-a-drink-with-either-candidate-as-long-as-its-spiked-with-cyanide/,"I’d Have a Drink With Either Candidate, as Long as It’s Spiked With Cyanide","5 October, 2020",1
https://thehardtimes.net/blog/we-rank-the-top-8-metallica-songs-my-wife-is-mad-i-got-the-wedding-band-to-play/,We Rank the Top 8 Metallica Songs My Wife Is Mad I Got the Wedding Band to Play,"4 October, 2020",1
https://thehardtimes.net/blog/how-i-stretched-my-stimulus-check-to-4-months-and-unintentionally-lost-50-pounds-doing-it/,How I Stretched My Stimulus Check To 4 Months and Unintentionally Lost 50 Pounds Doing It!,"3 October, 2020",1
https://thehardtimes.net/blog/we-sat-down-with-our-dad-but-we-didnt-talk-much/,"We Sat Down With Our Dad, but We Didn’t Talk Much","1 October, 2020",1
https://thehardtimes.net/blog/if-capitalism-is-so-great-why-is-this-creedence-clearwater-revisited-cd-full-price/,"If Capitalism Is So Great, Why Is This Creedence Clearwater “Revisited” CD Full Price?","1 October, 2020",1
https://thehardtimes.net/music/metal/we-sat-down-with-eddie-van-halen-to-ask-how-he-accepted-his-son-coming-out-as-a-bassist/,We Sat Down With Eddie Van Halen to Ask How He Accepted His Son Coming Out as a Bassist,"30 September, 2020",1
https://thehardtimes.net/blog/an-open-letter-to-the-developers-of-that-video-game-who-promised-i-wouldnt-last-more-than-2-minutes-before-busting/,An Open Letter To the Developers of That Video Game Who Promised I Wouldn’t Last More Than 2 Minutes Before Busting,"30 September, 2020",1
https://thehardtimes.net/blog/we-interviewed-noam-chomsky-but-he-only-let-us-ask-fuck-marry-kill-questions/,We Interviewed Noam Chomsky but He Only Let Us Ask “Fuck Marry Kill” Questions,"29 September, 2020",1
https://thehardtimes.net/blog/help-im-trying-to-watch-this-cradle-of-filth-livestream-but-my-cauldron-keeps-buffering/,Help! I’m Trying to Watch This Cradle Of Filth Livestream But My Cauldron Keeps Buffering,"28 September, 2020",1
https://thehardtimes.net/blog/5-happy-hour-cocktails-that-will-make-your-coworkers-say-chill-this-is-a-business-lunch/,"5 Happy Hour Cocktails That Will Make Your Coworkers Say, “Chill, This Is a Business Lunch”","25 September, 2020",1
https://thehardtimes.net/blog/we-look-back-at-explosions-in-the-skys-best-toyota-commercials/,We Look Back at Explosions in the Sky’s Best Toyota Commercials,"24 September, 2020",1
https://thehardtimes.net/blog/help-bono-wont-give-my-firstborn-back-unless-i-guess-his-real-name/,Help! Bono Won’t Give My Firstborn Back Unless I Guess His Real Name,"24 September, 2020",1
https://thehardtimes.net/blog/5-gender-reveal-party-ideas-thatll-make-you-say-shit-someone-call-911/,5 Gender Reveal Party Ideas That’ll Make You Say “Shit! Someone Call 911!”,"23 September, 2020",1
https://thehardtimes.net/blog/the-new-getting-fucked-up-i-didnt-drink-last-night-and-i-feel-really-good/,The New Getting Fucked up? I Didn’t Drink Last Night and I Feel Really Good,"22 September, 2020",1
https://thehardtimes.net/blog/the-definitive-list-of-animals-we-think-trent-reznor-wants-to-fuck-you-like/,The Definitive List of Animals We Think Trent Reznor Wants To Fuck You Like,"21 September, 2020",1
https://thehardtimes.net/blog/help-i-started-masturbating-while-working-from-home-and-now-im-only-attracted-to-excel-spreadsheets/,Help! I Started Masturbating While Working From Home and Now I’m Only Attracted To Excel Spreadsheets,"21 September, 2020",1
https://thehardtimes.net/blog/we-sat-down-with-legendary-social-media-influencers-depression-and-anxiety/,We Sat Down With Legendary Social Media Influencers Depression and Anxiety,"20 September, 2020",1
https://thehardtimes.net/blog/we-look-back-on-michael-jacksons-thriller-and-convince-ourselves-he-did-all-that-stuff-after-that/,We Look Back on Michael Jackson’s “Thriller” and Convince Ourselves He Did All That Stuff After That,"19 September, 2020",1
https://thehardtimes.net/blog/we-look-back-on-michael-jacksons-thriller-and-convince-ourselves-he-did-all-that-stuff-after-that/,We Look Back on Michael Jackson’s “Thriller” and Convince Ourselves He Did All That Stuff After That,"19 September, 2020",1
https://thehardtimes.net/blog/opinion-why-isnt-the-mainstream-media-covering-this-story-i-just-read-on-cnn/,Opinion: Why Isn’t the Mainstream Media Covering This Story I Just Read on CNN?,"18 September, 2020",1
https://thehardtimes.net/blog/i-cant-wait-until-my-kid-is-old-enough-to-watch-fight-club-with-her-step-dad/,I Can’t Wait Until My Kid Is Old Enough To Watch “Fight Club” With Her Step Dad,"18 September, 2020",1
https://thehardtimes.net/blog/why-more-and-more-young-people-are-quitting-school-to-be-tired-all-the-time/,Why More and More Young People Are Quitting School To Be Tired All the Time,"17 September, 2020",1
https://thehardtimes.net/blog/we-infiltrated-an-antifa-training-camp-and-accidentally-signed-up-for-an-lgbtq-open-mic/,We Infiltrated an Antifa Training Camp and Accidentally Signed up for an LGBTQ Open Mic,"17 September, 2020",1
https://thehardtimes.net/blog/how-to-practice-self-care-when-a-stranger-needs-cpr/,How To Practice Self Care When a Stranger “Needs” CPR,"16 September, 2020",1
https://thehardtimes.net/blog/friendzoned-this-beta-cuck-has-platonic-relationships-that-will-last-a-lifetime/,Friendzoned? This Beta Cuck Has Platonic Relationships That Will Last a Lifetime,"15 September, 2020",1
https://thehardtimes.net/blog/we-sat-down-with-a-reunited-fugazi-and-they-were-pretty-pissed-this-wasnt-actually-a-make-a-wish/,We Sat Down With a Reunited Fugazi and They Were Pretty Pissed This Wasn’t Actually a Make-A-Wish,"15 September, 2020",1
https://thehardtimes.net/blog/we-went-to-check-out-the-big-at-the-drive-in-reunion-and-they-just-played-city-slickers-2-the-legend-of-curlys-gold/,We Went To Check Out the Big “At The Drive-in” Reunion and They Just Played “City Slickers 2: The Legend of Curly’s Gold”,"14 September, 2020",1
https://thehardtimes.net/blog/disgusting-i-murdered-someone-and-now-tucker-carlsons-talking-about-me-like-were-friends/,Disgusting: I Murdered Someone and Now Tucker Carlson’s Talking About Me Like We’re Friends,"14 September, 2020",1
https://thehardtimes.net/blog/im-not-a-terrible-person-because-im-a-cop-im-a-terrible-person-that-became-a-cop/,"I’m Not a Terrible Person Because I’m a Cop, I’m a Terrible Person That Became a Cop","13 September, 2020",1
https://thehardtimes.net/blog/oh-you-like-folk-punk-name-5-artists-while-i-walk-away/,"Oh, You Like Folk Punk? Name 5 Artists While I Walk Away","11 September, 2020",1
https://thehardtimes.net/blog/we-tried-a-raw-food-diet-and-learned-it-is-not-supposed-to-include-chicken/,We Tried A Raw Food Diet And Learned It Is Not Supposed to Include Chicken,"11 September, 2020",1
https://thehardtimes.net/blog/we-sat-down-with-steve-albini-and-he-spent-the-whole-interview-criticizing-our-microphone-placement/,We Sat Down With Steve Albini and He Spent the Whole Interview Criticizing Our Microphone Placement,"10 September, 2020",1
https://thehardtimes.net/blog/we-visited-facebook-jail-and-found-a-bunch-of-malnourished-uncles-in-cages/,We Visited Facebook Jail and Found a Bunch of Malnourished Uncles in Cages,"10 September, 2020",1
https://thehardtimes.net/blog/oh-no-the-guy-ive-been-paying-to-fuck-my-wife-is-a-liberal-cuck/,Oh No! the Guy I’ve Been Paying To Fuck My Wife Is a Liberal Cuck!,"6 September, 2020",1
https://thehardtimes.net/blog/think-being-a-cop-is-easy-id-like-to-see-you-get-called-an-asshole-and-not-commit-second-degree-murder-afterwards/,Think Being a Cop Is Easy? I’d Like To See You Get Called an “Asshole” and Not Commit Second-Degree Murder Afterwards,"5 September, 2020",1
https://thehardtimes.net/blog/top-5-zappa-tracks-to-play-so-visitors-know-this-party-is-over-please-leave/,"Top 5 Zappa Tracks To Play So Visitors Know This Party Is Over, Please Leave","4 September, 2020",1
https://thehardtimes.net/blog/the-tony-hawk-games-introduced-me-to-punk-and-attempting-mctwists-over-helicopters/,The Tony Hawk Games Introduced Me to Punk and Attempting McTwists Over Helicopters,"4 September, 2020",1
https://thehardtimes.net/blog/lets-go-to-walmart-to-protest-their-unfair-wage-practices-and-maybe-buy-some-essentials-while-were-there/,Let’s Go To Walmart To Protest Their Unfair Wage Practices and Maybe Buy Some Essentials While We’re There,"3 September, 2020",1
https://thehardtimes.net/blog/starting-my-own-bang-bus-is-way-harder-than-i-thought/,Starting My Own Bang Bus Is Way Harder Than I Thought,"3 September, 2020",1
https://thehardtimes.net/blog/help-i-opened-this-tool-cd-wrong-and-now-im-in-pinheads-lair/,Help! I Opened This Tool CD Wrong and Now I’m in Pinhead’s Lair,"1 September, 2020",1
https://thehardtimes.net/blog/5-tips-for-avoiding-your-coked-out-mom-at-the-buckcherry-concert/,5 Tips for Avoiding Your Coked Out Mom at the Buckcherry Concert,"1 September, 2020",1
https://thehardtimes.net/blog/we-look-back-on-love-in-an-elevator-and-ask-why-the-fuck-were-listening-to-aerosmith/,We Look Back on “Love in an Elevator” and Ask Why the Fuck We’re Listening To Aerosmith,"31 August, 2020",1
https://thehardtimes.net/blog/we-ranked-every-punk-song-ever-but-our-spreadsheet-wont-open/,We Ranked Every Punk Song Ever but Our Spreadsheet Won’t Open,"29 August, 2020",1
https://thehardtimes.net/blog/i-started-smoking-because-i-thought-it-made-me-look-cool-which-is-true-and-why-i-still-smoke/,"I Started Smoking Because I Thought It Made Me Look Cool, Which Is True and Why I Still Smoke","28 August, 2020",1
https://thehardtimes.net/blog/the-next-hunter-s-thompson-i-drank-two-beers-on-benadryl-and-ruined-my-sons-birthday-party/,The Next Hunter S. Thompson? I Drank Two Beers on Benadryl and Ruined My Son’s Birthday Party,"28 August, 2020",1
https://thehardtimes.net/blog/will-you-adopt-this-dog-despite-its-views-on-the-metoo-movement/,Will You Adopt This Dog Despite It’s Views on the #Metoo Movement?,"27 August, 2020",1
https://thehardtimes.net/blog/we-listened-to-a-song-by-lou-bega-that-wasnt-mambo-no-5-and-now-this-japanese-girl-with-wet-hair-keeps-crawling-out-of-our-computer-monitor/,We Listened To a Song by Lou Bega That Wasn’t “Mambo No. 5” and Now This Japanese Girl With Wet Hair Keeps Crawling Out of Our Computer Monitor,"27 August, 2020",1
https://thehardtimes.net/blog/we-wanted-to-cover-the-rnc-while-on-ketamine-but-we-took-too-much-and-they-gave-us-a-speaking-slot/,We Wanted To Cover the RNC While on Ketamine but We Took Too Much and They Gave Us a Speaking Slot,"26 August, 2020",1
https://thehardtimes.net/blog/the-next-hunter-s-thompson-i-drank-two-beers-on-benadryl-and-ruined-my-sons-birthday-party/,The Next Hunter S. Thompson? I Drank Two Beers on Benadryl and Ruined My Son’s Birthday Party,"28 August, 2020",1
https://thehardtimes.net/blog/will-you-adopt-this-dog-despite-its-views-on-the-metoo-movement/,Will You Adopt This Dog Despite It’s Views on the #Metoo Movement?,"27 August, 2020",1
https://thehardtimes.net/blog/we-listened-to-a-song-by-lou-bega-that-wasnt-mambo-no-5-and-now-this-japanese-girl-with-wet-hair-keeps-crawling-out-of-our-computer-monitor/,We Listened To a Song by Lou Bega That Wasn’t “Mambo No. 5” and Now This Japanese Girl With Wet Hair Keeps Crawling Out of Our Computer Monitor,"27 August, 2020",1
https://thehardtimes.net/blog/we-wanted-to-cover-the-rnc-while-on-ketamine-but-we-took-too-much-and-they-gave-us-a-speaking-slot/,We Wanted To Cover the RNC While on Ketamine but We Took Too Much and They Gave Us a Speaking Slot,"26 August, 2020",1
https://thehardtimes.net/blog/we-asked-our-supposedly-alcoholic-mailman-what-poetry-theyre-working-on-and-they-maced-us/,We Asked Our Supposedly Alcoholic Mailman What Poetry They’re Working on and They Maced Us,"25 August, 2020",1
https://thehardtimes.net/blog/i-said-i-was-looking-for-a-big-tidy-goth-chick-and-this-place-is-a-fucking-mess/,I Said I Was Looking for a Big “Tidy” Goth Chick and This Place is a Fucking Mess,"24 August, 2020",1
https://thehardtimes.net/blog/if-corporations-are-people-then-why-cant-we-target-them-with-drone-strikes/,"If Corporations Are People, Then Why Can’t We Target Them With Drone Strikes?","23 August, 2020",1
https://thehardtimes.net/blog/my-dad-didnt-die-for-our-country-just-for-a-bunch-of-liberals-to-ruin-it-he-died-from-alcoholism/,My Dad Didn’t Die for Our Country Just for a Bunch of Liberals to Ruin It. He Died From Alcoholism,"22 August, 2020",1
https://thehardtimes.net/blog/we-sat-down-with-mastodon-to-see-what-the-atlanta-scene-was-like-during-the-pleistocene-epoch/,We Sat Down With Mastodon to See What the Atlanta Scene Was Like During the Pleistocene Epoch,"21 August, 2020",1
https://thehardtimes.net/blog/help-im-pretty-good-at-my-job-and-its-ruining-my-music-career/,Help! I’m Pretty Good at My Job and It’s Ruining My Music Career,"21 August, 2020",1
https://thehardtimes.net/blog/we-track-down-our-high-school-principal-to-get-back-our-confiscated-enema-of-the-state-cd/,We Track Down Our High School Principal to Get Back Our Confiscated “Enema of the State” CD,"20 August, 2020",1
https://thehardtimes.net/blog/relationship-win-tear-gassed-boyfriend-crying-for-first-time/,Relationship Win! Tear Gassed Boyfriend Crying for First Time,"20 August, 2020",1
https://thehardtimes.net/blog/i-did-200-pushups-daily-for-30-days-and-now-i-sing-in-a-beatdown-hardcore-band/,I Did 200 Pushups Daily for 30 Days and Now I Sing in a Beatdown Hardcore Band,"18 August, 2020",1
https://thehardtimes.net/blog/we-sat-down-with-1940s-lgbtq-icon-bugs-bunny/,We Sat Down With 1940s LGBTQ Icon Bugs Bunny,"17 August, 2020",1
https://thehardtimes.net/blog/uh-oh-i-butt-dialed-conor-oberst-and-now-its-the-first-track-on-his-new-album/,Uh Oh! I Butt Dialed Conor Oberst and Now It’s the First Track on His New Album,"16 August, 2020",1
https://thehardtimes.net/blog/we-brought-david-bowie-back-to-life-but-its-tin-machine-era-bowie-so-now-we-have-to-kill-him-again/,We Brought David Bowie Back to Life but It’s Tin Machine Era Bowie So Now We Have to Kill Him Again,"15 August, 2020",1
https://thehardtimes.net/blog/5-things-only-people-who-dont-wear-masks-will-also-not-understand/,5 Things Only People Who Don’t Wear Masks Will Also Not Understand,"14 August, 2020",1
https://thehardtimes.net/blog/how-to-stop-drinking-every-night-for-fun-and-start-drinking-every-night-to-numb-your-anxieties/,How to Stop Drinking Every Night For Fun and Start Drinking Every Night To Numb Your Anxieties,"13 August, 2020",1
https://thehardtimes.net/blog/the-true-story-of-how-les-paul-accidentally-invented-his-world-famous-guitar-while-crafting-a-bludgeoning-device-for-beating-irish-immigrants/,The True Story of How Les Paul Accidentally Invented His World Famous Guitar While Crafting a Bludgeoning Device for Beating Irish Immigrants,"13 August, 2020",1
https://thehardtimes.net/blog/top-5-black-site-prisons-you-just-have-to-be-disappeared-to-this-summer/,Top 5 Black Site Prisons You Just Have to Be Disappeared to This Summer,"11 August, 2020",1
https://thehardtimes.net/blog/cool-this-cute-little-kid-likes-stuff-from-the-80s-because-his-dad-makes-him/,Cool! This Cute Little Kid Likes Stuff From the ‘80s Because His Dad Makes Him,"11 August, 2020",1
https://thehardtimes.net/blog/four-out-of-five-beers-agree-i-should-send-this-text-to-my-ex/,Four Out of Five Beers Agree: I Should Send This Text to My Ex,"10 August, 2020",1
https://thehardtimes.net/blog/personal-attack-this-musician-is-better-than-me/,Personal Attack? This Musician Is Better Than Me,"9 August, 2020",1
https://thehardtimes.net/blog/we-rank-these-5-guitar-pickups-despite-the-fact-that-they-sound-goddamned-identical/,We Rank These 5 Guitar Pickups Despite the Fact That They Sound Goddamned Identical,"8 August, 2020",1
https://thehardtimes.net/blog/ill-listen-to-your-demos-if-you-peep-my-unfinished-accounts-receivable-claims/,I’ll Listen to Your Demos If You Peep My Unfinished Accounts Receivable Claims,"7 August, 2020",1
https://thehardtimes.net/blog/is-she-actually-into-herbal-medicine-or-did-she-just-lose-her-health-insurance/,Is She Actually Into Herbal Medicine or Did She Just Lose Her Health Insurance?,"7 August, 2020",1
https://thehardtimes.net/blog/from-meet-the-fockers-to-little-fockers-we-dropped-the-ball-on-our-robert-de-niro-retrospective/,From ‘Meet the Fockers’ to ‘Little Fockers.’ We Dropped the Ball on Our Robert De Niro Retrospective,"6 August, 2020",1
https://thehardtimes.net/blog/heres-a-made-up-story-about-the-recording-of-pearl-jams-ten-because-the-real-one-is-super-boring/,Here’s a Made up Story About the Recording of Pearl Jam’s ‘Ten’ Because the Real One Is Super Boring,"5 August, 2020",1
https://thehardtimes.net/blog/the-government-cant-tell-me-what-to-do-thats-the-churchs-job/,The Government Can’t Tell Me What to Do. That’s the Church’s Job,"3 August, 2020",1
https://thehardtimes.net/blog/the-only-thing-that-stops-a-bad-guy-with-a-gun-is-his-union-rep-telling-him-to-take-a-paid-leave-until-all-this-blows-over/,The Only Thing That Stops a Bad Guy With a Gun Is His Union Rep Telling Him to Take a Paid Leave Until All This Blows Over,"2 August, 2020",1
https://thehardtimes.net/blog/we-sit-down-with-legendary-chart-toppers-various-artists/,We Sit Down With Legendary Chart-Toppers “Various Artists”,"1 August, 2020",1
https://thehardtimes.net/blog/we-listened-to-half-a-propagandhi-album-and-came-to-while-setting-a-wells-fargo-on-fire/,We Listened to Half a Propagandhi Album and Came to While Setting a Wells Fargo on Fire,"31 July, 2020",1
https://thehardtimes.net/blog/hey-the-real-fascists-are-the-ones-getting-arrested-off-the-street-by-unidentified-heavily-armed-military-jack-booted-thugs-lead-by-an-authoritarian-megalomaniac-leader/,Hey! The Real Fascists Are the Ones Getting Arrested off the Street by Unidentified Heavily Armed Military Jack Booted Thugs Lead by an Authoritarian Megalomaniac Leader!,"30 July, 2020",1
https://thehardtimes.net/blog/help-i-dont-know-what-color-stripe-to-add-to-my-flag-for-trumps-secret-nightmare-police/,Help! I Don’t Know What Color Stripe to Add to My Flag for Trump’s Secret Nightmare Police,"29 July, 2020",1
https://thehardtimes.net/blog/help-i-cant-keep-these-decemberists-fans-out-of-my-lithograph-shop/,Help! I Can’t Keep These Decemberists Fans Out of My Lithograph Shop!,"27 July, 2020",1
https://thehardtimes.net/blog/we-sat-down-with-trumps-secret-police-and-were-not-allowed-to-leave/,We Sat Down With Trumps Secret Police and We’re Not Allowed to Leave,"26 July, 2020",1
https://thehardtimes.net/blog/where-are-they-now-the-huge-spider-i-just-saw-in-my-shower/,Where Are They Now: The Huge Spider I Just Saw in My Shower,"24 July, 2020",1
https://thehardtimes.net/blog/how-i-got-promoted-from-regular-police-to-secret-police-after-several-misconduct-allegations-and-administrative-leaves/,How I Got Promoted From Regular Police to Secret Police After Several Misconduct Allegations and Administrative Leaves,"23 July, 2020",1
https://thehardtimes.net/blog/i-assure-you-my-nazi-police-are-not-socialists/,"I Assure You, My Nazi Police Are NOT Socialists","22 July, 2020",1
https://thehardtimes.net/culture/remember-italians-from-the-sopranos-well-it-turns-out-theyre-real-and-im-obsessed/,Remember Italians From The Sopranos? Well It Turns Out They’re Real and I’m Obsessed,"18 July, 2020",1
https://thehardtimes.net/blog/not-to-be-a-devils-advocate-but-the-dark-lord-has-his-claws-deep-within-me-and-i-must-do-his-bidding/,"Not to Be a ‘Devil’s Advocate,’ but the Dark Lord Has His Claws Deep Within Me and I Must Do His Bidding","17 July, 2020",1
https://thehardtimes.net/blog/the-next-kirk-hammett-i-also-work-with-two-egomaniacs-and-a-temp/,The Next Kirk Hammett? I Also Work With Two Egomaniacs and a Temp,"15 July, 2020",1
https://thehardtimes.net/blog/we-teleported-to-an-alternate-dimension-where-trump-isnt-president-but-ska-is-cool-so-we-came-back/,We Teleported to an Alternate Dimension Where Trump Isn’t President but Ska Is Cool So We Came Back,"13 July, 2020",1
https://thehardtimes.net/blog/we-listened-to-every-sufjan-stevens-album-and-now-we-are-giving-secret-handjobs-in-a-cornfield/,We Listened to Every Sufjan Stevens Album and Now We Are Giving Secret Handjobs in a Cornfield,"12 July, 2020",1
https://thehardtimes.net/blog/dont-let-this-face-tattoo-fool-you-im-actually-terrified-of-commitment/,"Don’t Let This Face Tattoo Fool You, I’m Actually Terrified of Commitment","10 July, 2020",1
https://thehardtimes.net/blog/we-asked-a-local-stoner-to-shut-the-fuck-up/,We Asked a Local Stoner to Shut the Fuck Up,"9 July, 2020",1
https://thehardtimes.net/blog/my-son-uses-gender-neutral-pronouns-and-i-respect-his-identity/,My Son Uses Gender Neutral Pronouns and I Respect His Identity,"8 July, 2020",1
https://thehardtimes.net/blog/im-no-good-at-adulting-lol-they-just-took-my-kids-away/,"I’m No Good at Adulting, LOL. They Just Took My Kids Away!","6 July, 2020",1
https://thehardtimes.net/blog/heres-why-i-quit-skating-to-focus-on-giving-utis-full-time/,Here’s Why I Quit Skating to Focus on Giving UTIs Full-Time,"5 July, 2020",1
https://thehardtimes.net/blog/if-anything-having-fewer-fingers-proves-im-a-fireworks-expert/,"If Anything, Having Fewer Fingers Proves I’m a Fireworks Expert","4 July, 2020",1
https://thehardtimes.net/blog/i-understand-law-order-svu-is-copaganda-but-also-i-have-depression/,"I Understand “Law & Order: SVU” Is Copaganda, but Also I Have Depression","3 July, 2020",1
https://thehardtimes.net/blog/5-diy-fixes-for-the-thumping-heartbeat-beneath-the-floorboard-that-keeps-growing-louder-and-louder/,5 DIY Fixes for the Thumping Heartbeat Beneath the Floorboard That Keeps Growing Louder and Louder,"2 July, 2020",1
https://thehardtimes.net/blog/how-to-tell-if-you-like-sonic-youth-or-just-like-telling-people-you-like-sonic-youth/,How to Tell If You Like Sonic Youth or Just Like Telling People You Like Sonic Youth,"1 July, 2020",1
https://thehardtimes.net/blog/remembering-all-the-babies-that-drowned-to-make-the-nevermind-album-cover/,Remembering All the Babies That Drowned to Make the “Nevermind” Album Cover,"30 June, 2020",1
https://thehardtimes.net/blog/we-sit-down-with-the-composer-who-only-uses-distorted-bass-notes-to-make-soundtracks-for-youtube-conspiracy-videos/,We Sit Down With the Composer Who Only Uses Distorted Bass Notes to Make Soundtracks for YouTube Conspiracy Videos,"29 June, 2020",1
https://thehardtimes.net/blog/we-visited-the-island-where-humans-are-hunted-for-sport-and-we-actually-had-a-pretty-good-time/,We Visited the Island Where Humans Are Hunted for Sport and We Actually Had a Pretty Good Time,"28 June, 2020",1
https://thehardtimes.net/blog/we-tried-to-sit-down-with-this-whistleblowing-cop-but-she-died-in-a-weird-accident-before-we-got-the-chance/,"We Tried to Sit Down With This Whistleblowing Cop, but She Died in a Weird Accident Before We Got the Chance","25 June, 2020",1
https://thehardtimes.net/blog/we-sat-down-with-a-survivor-of-the-1918-flu-and-accidentally-killed-him/,We Sat Down With a Survivor of the 1918 Flu and Accidentally Killed Him,"23 June, 2020",1
https://thehardtimes.net/blog/ill-have-you-know-my-dads-a-cop-so-yeah-fuck-cops/,"I’ll Have You Know My Dad’s a Cop, So Yeah Fuck Cops","21 June, 2020",1
https://thehardtimes.net/blog/we-sat-down-with-mac-demarco-because-how-else-are-we-supposed-to-kill-time-in-this-drunk-tank/,We Sat Down With Mac DeMarco Because How Else Are We Supposed to Kill Time in This Drunk Tank?,"19 June, 2020",1
https://thehardtimes.net/blog/how-rapid-cycling-helped-me-lose-all-that-pesky-emotional-weight/,How Rapid Cycling Helped Me Lose All That Pesky Emotional Weight,"17 June, 2020",1
https://thehardtimes.net/blog/hey-hometown-crush-who-peaked-in-high-school-here-just-sliding-into-your-dms-to-say-not-all-cops/,"Hey, Hometown Crush Who Peaked in High School Here, Just Sliding Into Your DMs to Say “Not All Cops”","17 June, 2020",1
https://thehardtimes.net/blog/i-wasnt-born-with-it-i-earned-my-narcissism/,I Wasn’t Born With It: I Earned My Narcissism,"16 June, 2020",1
https://thehardtimes.net/blog/why-should-i-pay-to-see-a-therapist-when-i-can-just-start-a-podcast-about-my-childhood-trauma/,Why Should I Pay to See a Therapist When I Can Just Start a Podcast About My Childhood Trauma?,"15 June, 2020",1
https://thehardtimes.net/blog/pyramid-to-include-feelings/,Revised‌ ‌Food‌ ‌Pyramid‌ ‌to‌ ‌Include‌ ‌Feelings‌,"14 June, 2020",1
https://thehardtimes.net/blog/we-interviewed-the-hives-who-really-should-have-told-us-they-were-actually-the-vines/,We Interviewed the Hives Who Really Should Have Told Us They Were Actually the Vines,"14 June, 2020",1
https://thehardtimes.net/blog/shit-now-my-parents-know-what-my-acab-tattoo-stands-for/,Shit: Now My Parents Know What My ACAB Tattoo Stands For,"11 June, 2020",1
https://thehardtimes.net/blog/not-all-cops-this-ones-dead/,Not All Cops: This One’s Dead,"10 June, 2020",1
https://thehardtimes.net/blog/landscaping-hack-i-scheduled-a-protest-at-my-address-and-the-cops-left-this-palette-of-bricks/,Landscaping Hack! I Scheduled a Protest at My Address and the Cops Left This Pallet of Bricks,"8 June, 2020",1
https://thehardtimes.net/blog/buffalo-buffalo-buffalo-buffalo-buffalo-buffalo-buffalo-cops-are-all-bastards-is-a-grammatically-correct-sentence-in-american-english/,“Buffalo buffalo Buffalo buffalo buffalo buffalo Buffalo Cops Are All Bastards” Is a Grammatically Correct Sentence in American English,"6 June, 2020",1
https://thehardtimes.net/blog/we-tried-to-interview-a-guy-inciting-riots-but-he-placed-us-under-arrest/,We Tried to Interview a Guy Inciting Riots but He Placed Us Under Arrest,"4 June, 2020",1
https://thehardtimes.net/blog/real-life-robocop-this-police-officer-feels-no-empathy-or-remorse/,Real-Life RoboCop? This Police Officer Feels No Empathy or Remorse,"3 June, 2020",1
https://thehardtimes.net/blog/we-didnt-sit-down-with-a-cop-because-im-not-about-to-die-for-a-fucking-interview/,We Didn’t Sit Down With a Cop Because I’m Not About to Die for a Fucking Interview,"31 May, 2020",1
https://thehardtimes.net/blog/if-youre-gonna-call-me-codependent-the-least-you-could-do-is-look-it-up-for-me-and-tell-me-what-it-means/,If You’re Gonna Call Me Codependent the Least You Could Do Is Look It up for Me and Tell Me What It Means,"31 May, 2020",1
https://thehardtimes.net/opinion/opinion-maybe-that-police-station-shouldnt-have-broken-the-law/,Opinion: Maybe That Police Station Shouldn’t Have Broken the Law,"29 May, 2020",1
https://thehardtimes.net/blog/how-to-pretend-to-be-emo-until-they-reopen-sportsclips/,How to Pretend to Be Emo Until They Reopen Sportsclips,"29 May, 2020",1
https://thehardtimes.net/blog/we-tried-to-interview-jeff-bezos-and-then-it-was-all-a-blur-and-a-giant-white-balloon-chased-us-and-now-we-live-in-some-weird-community-prison-type-thing/,"We Tried to Interview Jeff Bezos, and Then It Was All a Blur and a Giant White Balloon Chased Us and Now We Live in Some Weird Community Prison Type Thing","28 May, 2020",1
https://thehardtimes.net/blog/at-least-after-all-this-is-over-everything-will-be-much-much-worse/,"At Least After All This Is Over, Everything Will Be Much, Much Worse","25 May, 2020",1
https://thehardtimes.net/blog/we-asked-5-rush-fans-why-though/,We Asked 5 Rush Fans “Why Though?”,"23 May, 2020",1
https://thehardtimes.net/blog/this-1250-security-deposit-probably-not-worth-45-minutes-of-cleaning/,This $1250 Security Deposit Probably Not Worth 45 Minutes of Cleaning,"22 May, 2020",1
https://thehardtimes.net/blog/help-my-boyfriends-ocd-isnt-the-kind-where-he-cleans-everything/,Help! My Boyfriend’s OCD Isn’t the Kind Where He Cleans Everything,"20 May, 2020",1
https://thehardtimes.net/blog/quiz-anal-cunt-song-title-or-harry-potter-quote/,Quiz: Anal Cunt Song Title or Harry Potter Quote?,"20 May, 2020",1
https://thehardtimes.net/blog/how-to-replace-negative-self-talk-with-drunkenly-screaming-at-your-mom/,How to Replace Negative Self-Talk With Drunkenly Screaming at Your Mom,"19 May, 2020",1
https://thehardtimes.net/blog/polycule-sick-of-everyone-asking-if-they-own-a-tiger/,Polycule Sick of Everyone Asking If They Own a Tiger,"17 May, 2020",1
https://thehardtimes.net/blog/how-to-stop-blaming-yourself-and-start-blaming-your-parents-like-a-real-adult/,How to Stop Blaming Yourself and Start Blaming Your Parents Like a Real Adult,"16 May, 2020",1
https://thehardtimes.net/blog/we-look-back-on-blurs-hit-woo-hoo/,We Look Back on Blur’s Hit “Woo-Hoo”,"15 May, 2020",1
